3.12,	2.617
2.739,	1.695
2.149,	1.789
2.657,	2.252
2.307,	1.873
2.293,	1.625
2.79,	2.367
2.685,	2.178
2.164,	1.741
2.678,	2.379
2.708,	2.212
2.138,	1.795
2.753,	2.234
2.523,	1.829
1.93,	1.907
2.541,	2.393
2.581,	2.069
1.813,	2.025
3.021,	2.922
2.892,	2.307
2.632,	2.004
3.696,	2.508
2.971,	2.037
2.834,	1.959
2.724,	2.27
2.497,	2.317
2.231,	2.061
2.974,	2.793
2.582,	2.231
2.118,	2.057
2.951,	2.507
3.119,	1.851
2.169,	1.723
3.032,	2.344
3.036,	1.617
2.432,	1.771
